NodeA	NodeB	TCGA_A7_A0CE	TCGA_A7_A0CH	TCGA_A7_A0D9	TCGA_A7_A0DB	TCGA_A7_A13E	TCGA_A7_A13F	TCGA_A7_A13G	TCGA_AC_A23H	TCGA_AC_A2FB	TCGA_AC_A2FF	TCGA_AC_A2FM	TCGA_BH_A0AU	TCGA_BH_A0AY	TCGA_BH_A0AZ	TCGA_BH_A0B3	TCGA_BH_A0B5	TCGA_BH_A0B7	TCGA_BH_A0BA	TCGA_BH_A0BC	TCGA_BH_A0BJ	TCGA_BH_A0BM	TCGA_BH_A0BQ	TCGA_BH_A0BS	TCGA_BH_A0BV	TCGA_BH_A0BW	TCGA_BH_A0BZ	TCGA_BH_A0C0	TCGA_BH_A0C3	TCGA_BH_A0DD	TCGA_BH_A0DG	TCGA_BH_A0DH	TCGA_BH_A0DK	TCGA_BH_A0DL	TCGA_BH_A0DO	TCGA_BH_A0DP	TCGA_BH_A0DQ	TCGA_BH_A0DT	TCGA_BH_A0DV	TCGA_BH_A0DZ	TCGA_BH_A0E0	TCGA_BH_A0E1	TCGA_BH_A0H5	TCGA_BH_A0H7	TCGA_BH_A0H9	TCGA_BH_A0HA	TCGA_BH_A0HK	TCGA_BH_A18J	TCGA_BH_A18L	TCGA_BH_A18M	TCGA_BH_A18N	TCGA_BH_A18P	TCGA_BH_A18Q	TCGA_BH_A18R	TCGA_BH_A18S	TCGA_BH_A18U	TCGA_BH_A18V	TCGA_BH_A1EN	TCGA_BH_A1EO	TCGA_BH_A1ET	TCGA_BH_A1EU	TCGA_BH_A1EV	TCGA_BH_A1EW	TCGA_BH_A1F0	TCGA_BH_A1F2	TCGA_BH_A1F6	TCGA_BH_A1F8	TCGA_BH_A1FC	TCGA_BH_A1FE	TCGA_BH_A1FG	TCGA_BH_A1FH	TCGA_BH_A1FJ	TCGA_BH_A1FM	TCGA_BH_A1FN	TCGA_BH_A1FR	TCGA_BH_A1FU	TCGA_BH_A203	TCGA_BH_A204	TCGA_BH_A208	TCGA_BH_A209	TCGA_E2_A153	TCGA_E2_A158	TCGA_E2_A15I	TCGA_E2_A15K	TCGA_E2_A15M	TCGA_E2_A1BC	TCGA_E2_A1IG	TCGA_E2_A1L7	TCGA_E2_A1LB	TCGA_E2_A1LH	TCGA_E9_A1N4	TCGA_E9_A1N5	TCGA_E9_A1N9	TCGA_E9_A1NA	TCGA_E9_A1ND	TCGA_E9_A1NF	TCGA_E9_A1NG	TCGA_E9_A1R7	TCGA_E9_A1RB	TCGA_E9_A1RC	TCGA_E9_A1RD	TCGA_E9_A1RF	TCGA_E9_A1RH	TCGA_E9_A1RI	TCGA_GI_A2C8	TCGA_GI_A2C9
4_alpha_hydroxymethyl_4beta_methyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	RXN_251	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_251	H2O[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_251	NADP[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_251	4_alpha_formyl_4beta_methyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
H[c]	RXN_252	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
O2[c]	RXN_252	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
NADPH[c]	RXN_252	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
4_alpha_formyl_4beta_methyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	RXN_252	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_252	H2O[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_252	NADP[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
RXN_252	4_alpha_carboxy_4beta_methyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	0.0301	0.1356	0.0772	0.1282	0.0835	0.0993	0.0796	0.1968	0.078	0.0677	0.0936	0.1483	0.0687	0.1221	0.0771	0.0509	0.1932	0.428	0.0899	0.0749	0.1153	0.0851	0.1306	0.1061	0.217	0.1084	0.0913	0.0749	0.1284	0.259	0.0898	0.1349	0.1049	0.1268	0.1016	0.0797	0.0782	0.0829	0.1297	0.8222	0.0633	0.0655	0.1811	0.149	0.1107	0.0933	0.0621	0.2227	0.1047	0.1001	0.0715	0.0416	0.0565	0.1488	0.109	0.3685	0.2953	0.1295	0.0809	0.056	0.1052	0.2139	0.0484	0.2075	0.1019	0.1693	0.0846	0.1398	0.1374	0.0903	0.1696	0.1467	0.1237	0.1007	0.3776	0.7477	0.244	0.131	0.0778	0.0906	0.0447	0.0905	0.0545	0.077	0.1116	0.1241	0.0535	0.4302	0.0596	0.0652	0.1123	0.0872	0.0631	0.1642	0.0719	0.088	0.1211	0.0749	0.0803	0.1044	0.1113	0.4964	0.1155	0.0704	0.0833
NAD[c]	RXN_253	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
4_alpha_carboxy_4beta_methyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	RXN_253	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_253	H[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_253	CO2[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_253	NADH[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_253	3_keto_4_methylzymosterol[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
NADP[c]	RXN_254	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
4_alpha_carboxy_4beta_methyl_5alpha_cholesta_8_24_dien_3beta_ol[c]	RXN_254	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_254	H[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_254	CO2[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_254	NADPH[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
RXN_254	3_keto_4_methylzymosterol[c]	0.4465	0.3212	0.3304	0.2936	0.2177	0.428	0.3266	0.4722	0.2675	0.2551	0.4352	0.3025	0.3799	0.3859	0.5069	0.2558	0.3433	0.3252	0.3517	0.4622	0.3432	0.3721	0.3304	0.5637	0.3803	0.425	0.4096	0.2646	0.3475	0.7004	0.4596	0.3874	0.6548	0.2526	0.2964	0.6312	0.261	0.2989	0.3373	1	0.3406	0.251	0.5285	0.3815	0.5701	0.3679	0.3988	0.3619	0.2856	0.2832	0.2421	0.3282	0.356	0.4027	0.2693	0.4168	0.668	0.2573	0.2373	0.2781	0.3433	0.3413	0.2129	0.3933	0.5583	0.537	0.5649	0.3026	0.5268	0.2182	0.3344	0.3123	0.29	0.2599	0.3273	0.2434	0.2715	0.4624	0.188	0.371	0.3415	0.1887	0.2933	0.28	0.3009	0.3731	0.3526	0.4934	0.3026	0.2279	0.2542	0.5414	0.3809	0.7216	0.3324	0.2434	0.2464	0.3022	0.3732	0.3742	0.7411	0.3693	0.3199	0.3248	0.363
